order_id,order_date,customer_id,product_id,quantity,unit_price,discount_pct,gross_amount,discount_amount,net_revenue,total_cost
SO011004,2023-11-26,C00010,P0006,15,769.69,0.0,11545.35,0.0,11545.35,8492.25
SO011005,2024-06-27,C00469,P0011,4,612.61,0.05,2450.44,122.52,2327.92,1293.68
SO011006,2024-03-27,C00087,P0021,1,1034.07,0.05,1034.07,51.7,982.37,414.04
SO011007,2022-11-19,C00340,P0013,9,183.15,0.1,1648.35,164.84,1483.51,896.4
SO011008,2023-05-02,C00389,P0022,6,316.23,0.0,1897.38,0.0,1897.38,924.6
SO011009,2024-04-14,C00305,P0011,10,612.61,0.1,6126.1,612.61,5513.49,3234.2
SO011010,2022-05-07,C00008,P0016,4,794.81,0.0,3179.24,0.0,3179.24,1474.6
SO011011,2023-02-21,C00402,P0017,8,1129.3,0.0,9034.4,0.0,9034.4,6124.88
SO011012,2023-01-11,C00050,P0012,8,1402.52,0.15,11220.16,1683.02,9537.14,5027.36
SO011013,2022-07-10,C00368,P0018,2,808.88,0.05,1617.76,80.89,1536.87,813.16
SO011014,2024-01-02,C00297,P0001,3,1184.23,0.05,3552.69,177.63,3375.06,1592.64
SO011015,2022-02-16,C00026,P0019,1,133.67,0.15,133.67,20.05,113.62,53.13
SO011016,2024-07-24,C00476,P0017,9,1129.3,0.0,10163.7,0.0,10163.7,6890.49
SO011017,2022-02-15,C00057,P0007,3,213.28,0.0,639.84,0.0,639.84,431.58
SO011018,2023-12-10,C00232,P0008,8,1292.98,0.0,10343.84,0.0,10343.84,4621.84
SO011019,2023-06-02,C00103,P0022,1,316.23,0.1,316.23,31.62,284.61,154.1
SO011020,2024-07-31,C00408,P0022,9,316.23,0.1,2846.07,284.61,2561.46,1386.9
SO011021,2023-04-14,C00214,P0002,4,239.03,0.0,956.12,0.0,956.12,418.04
SO011022,2022-05-26,C00259,P0011,1,612.61,0.0,612.61,0.0,612.61,323.42
SO011023,2023-08-15,C00382,P0003,7,329.69,0.0,2307.83,0.0,2307.83,1323.49
SO011024,2023-02-26,C00414,P0022,3,316.23,0.2,948.69,189.74,758.95,462.3
SO011025,2022-05-18,C00405,P0013,6,183.15,0.0,1098.9,0.0,1098.9,597.6
SO011026,2024-06-15,C00308,P0003,8,329.69,0.05,2637.52,131.88,2505.64,1512.56
SO011027,2023-09-05,C00161,P0001,8,1184.23,0.05,9473.84,473.69,9000.15,4247.04
SO011028,2022-10-15,C00205,P0006,6,769.69,0.1,4618.14,461.81,4156.33,3396.9
SO011029,2023-11-14,C00232,P0016,15,794.81,0.0,11922.15,0.0,11922.15,5529.75
SO011030,2022-03-18,C00331,P0019,10,133.67,0.15,1336.7,200.5,1136.2,531.3
SO011031,2024-04-17,C00420,P0008,1,1292.98,0.1,1292.98,129.3,1163.68,577.73
SO011032,2022-02-08,C00238,P0021,7,1034.07,0.0,7238.49,0.0,7238.49,2898.28
SO011033,2022-09-20,C00195,P0011,8,612.61,0.0,4900.88,0.0,4900.88,2587.36
SO011034,2023-05-20,C00443,P0018,2,808.88,0.1,1617.76,161.78,1455.98,813.16
SO011035,2022-11-22,C00304,P0017,5,1129.3,0.15,5646.5,846.98,4799.52,3828.05
SO011036,2022-01-18,C00275,P0015,2,1099.41,0.0,2198.82,0.0,2198.82,954.44
SO011037,2023-12-06,C00131,P0009,3,207.23,0.0,621.69,0.0,621.69,296.88
SO011038,2023-05-15,C00251,P0001,5,1184.23,0.0,5921.15,0.0,5921.15,2654.4
SO011039,2023-10-24,C00244,P0017,4,1129.3,0.0,4517.2,0.0,4517.2,3062.44
SO011040,2024-07-21,C00072,P0021,11,1034.07,0.0,11374.77,0.0,11374.77,4554.44
SO011041,2022-07-27,C00366,P0004,11,1701.98,0.1,18721.78,1872.18,16849.6,7331.06
SO011042,2022-02-18,C00144,P0018,7,808.88,0.0,5662.16,0.0,5662.16,2846.06
SO011043,2023-11-16,C00068,P0016,13,794.81,0.15,10332.53,1549.88,8782.65,4792.45
SO011044,2022-05-05,C00081,P0012,10,1402.52,0.0,14025.2,0.0,14025.2,6284.2
SO011045,2022-10-31,C00113,P0001,1,1184.23,0.1,1184.23,118.42,1065.81,530.88
SO011046,2023-10-20,C00073,P0001,4,1184.23,0.1,4736.92,473.69,4263.23,2123.52
SO011047,2022-08-17,C00405,P0006,4,769.69,0.0,3078.76,0.0,3078.76,2264.6
SO011048,2023-10-15,C00420,P0015,3,1099.41,0.1,3298.23,329.82,2968.41,1431.66
SO011049,2022-03-08,C00193,P0003,4,329.69,0.05,1318.76,65.94,1252.82,756.28
SO011050,2023-10-17,C00089,P0001,1,1184.23,0.05,1184.23,59.21,1125.02,530.88
SO011051,2022-04-07,C00034,P0008,10,1292.98,0.1,12929.8,1292.98,11636.82,5777.3
SO011052,2023-09-01,C00089,P0020,3,1298.32,0.1,3894.96,389.5,3505.46,2020.41
SO011053,2024-10-17,C00330,P0020,8,1298.32,0.0,10386.56,0.0,10386.56,5387.76
SO011054,2022-05-28,C00194,P0006,6,769.69,0.0,4618.14,0.0,4618.14,3396.9
SO011055,2024-03-28,C00079,P0004,10,1701.98,0.15,17019.8,2552.97,14466.83,6664.6
SO011056,2023-09-16,C00249,P0012,2,1402.52,0.05,2805.04,140.25,2664.79,1256.84
SO011057,2022-04-11,C00136,P0019,7,133.67,0.0,935.69,0.0,935.69,371.91
SO011058,2022-10-28,C00381,P0005,5,483.19,0.0,2415.95,0.0,2415.95,1221.05
SO011059,2024-04-05,C00410,P0014,2,1773.38,0.15,3546.76,532.01,3014.75,1484.8
SO011060,2022-04-28,C00445,P0015,1,1099.41,0.0,1099.41,0.0,1099.41,477.22
SO011061,2022-01-28,C00311,P0001,7,1184.23,0.0,8289.61,0.0,8289.61,3716.16
SO011062,2022-08-24,C00468,P0007,6,213.28,0.0,1279.68,0.0,1279.68,863.16
SO011063,2023-01-16,C00410,P0011,2,612.61,0.2,1225.22,245.04,980.18,646.84
SO011064,2023-06-10,C00410,P0006,12,769.69,0.0,9236.28,0.0,9236.28,6793.8
SO011065,2024-07-11,C00486,P0001,7,1184.23,0.2,8289.61,1657.92,6631.69,3716.16
SO011066,2022-07-19,C00459,P0017,6,1129.3,0.1,6775.8,677.58,6098.22,4593.66
SO011067,2024-10-02,C00300,P0015,6,1099.41,0.15,6596.46,989.47,5606.99,2863.32
SO011068,2022-10-01,C00442,P0010,6,407.06,0.15,2442.36,366.35,2076.01,973.32
SO011069,2022-11-21,C00152,P0005,3,483.19,0.0,1449.57,0.0,1449.57,732.63
SO011070,2023-03-14,C00400,P0016,7,794.81,0.0,5563.67,0.0,5563.67,2580.55
SO011071,2022-12-29,C00478,P0008,6,1292.98,0.0,7757.88,0.0,7757.88,3466.38
SO011072,2022-03-11,C00069,P0021,5,1034.07,0.1,5170.35,517.04,4653.31,2070.2
SO011073,2023-03-26,C00294,P0011,-1,612.61,0.0,5513.49,0.0,5513.49,2910.78
SO011074,2023-09-15,C00354,P0017,7,1129.3,0.0,7905.1,0.0,7905.1,5359.27
SO011075,2023-07-06,C00170,P0004,10,1701.98,0.0,17019.8,0.0,17019.8,6664.6
SO011076,2023-02-04,C00050,P0008,7,1292.98,0.1,9050.86,905.09,8145.77,4044.11
SO011077,2022-04-18,C00243,P0005,11,483.19,0.0,5315.09,0.0,5315.09,2686.31
SO011078,2024-09-29,C00345,P0014,7,1773.38,0.05,12413.66,620.68,11792.98,5196.8
SO011079,2024-12-25,C00219,P0012,5,1402.52,0.0,7012.6,0.0,7012.6,3142.1
SO011080,2022-06-08,C00363,P0013,9,183.15,0.0,1648.35,0.0,1648.35,896.4
SO011081,2024-06-15,C00111,P0017,10,1129.3,0.1,11293.0,1129.3,10163.7,7656.1
SO011082,2022-01-16,C00346,P0010,12,407.06,0.0,4884.72,0.0,4884.72,1946.64
SO011083,2024-04-03,C00038,P0011,10,612.61,0.05,6126.1,306.31,5819.79,3234.2
SO011084,2022-05-28,C00312,P0019,12,133.67,0.1,1604.04,160.4,1443.64,637.56
SO011085,2022-01-15,C00449,P0021,10,1034.07,0.2,10340.7,2068.14,8272.56,4140.4
SO011086,2024-08-20,C00044,P0015,12,1099.41,0.0,13192.92,0.0,13192.92,5726.64
SO011087,2024-08-06,C00096,P0016,11,794.81,0.2,8742.91,1748.58,6994.33,4055.15
SO011088,2024-11-28,C00208,P0016,9,794.81,0.2,7153.29,1430.66,5722.63,3317.85
SO011089,2022-11-13,C00224,P0004,3,1701.98,0.1,5105.94,510.59,4595.35,1999.38
SO011090,2023-09-29,C00145,P0009,2,207.23,0.0,414.46,0.0,414.46,197.92
SO011091,2023-11-19,C00110,P0016,15,794.81,0.05,11922.15,596.11,11326.04,5529.75
SO011092,2022-08-27,C00111,P0005,9,483.19,0.2,4348.71,869.74,3478.97,2197.89
SO011093,2024-01-20,C00316,P0022,6,316.23,0.05,1897.38,94.87,1802.51,924.6
SO011094,2023-10-28,C00476,P0007,3,213.28,0.0,639.84,0.0,639.84,431.58
SO011095,2022-06-21,C00358,P0010,4,407.06,0.0,1628.24,0.0,1628.24,648.88
SO011096,2024-10-17,C00191,P0005,5,483.19,0.0,2415.95,0.0,2415.95,1221.05
SO011097,2023-07-28,C00129,P0011,4,612.61,0.0,2450.44,0.0,2450.44,1293.68
SO011098,2024-05-14,C00271,P0006,6,769.69,0.0,4618.14,0.0,4618.14,3396.9
SO011099,2022-09-27,C00095,P0019,7,133.67,0.1,935.69,93.57,842.12,371.91
SO011100,2023-12-16,C00336,P0002,3,239.03,0.0,717.09,0.0,717.09,313.53
SO011101,2023-01-13,C00419,P0003,3,329.69,0.0,989.07,0.0,989.07,567.21
SO011102,2023-06-06,C00051,P0012,3,1402.52,0.0,4207.56,0.0,4207.56,1885.26
SO011103,2023-08-30,C00278,P0016,3,794.81,0.0,2384.43,0.0,2384.43,1105.95
SO011104,2023-03-21,C00111,P0003,3,329.69,0.05,989.07,49.45,939.62,567.21
SO011105,2024-06-25,C00150,P0001,2,1184.23,0.1,2368.46,236.85,2131.61,1061.76
SO011106,2024-01-27,C00424,P0018,5,808.88,0.0,4044.4,0.0,4044.4,2032.9
SO011107,2023-07-01,C00226,P0021,9,1034.07,0.1,9306.63,930.66,8375.97,3726.36
SO011108,2024-09-07,C00098,P0004,12,1701.98,0.05,20423.76,1021.19,19402.57,7997.52
SO011109,2023-08-19,C00246,P0014,3,1773.38,0.1,5320.14,532.01,4788.13,2227.2
SO011110,2023-10-12,C00385,P0013,2,183.15,0.05,366.3,18.32,347.98,199.2
SO011111,2023-12-23,C00476,P0022,16,316.23,0.05,5059.68,252.98,4806.7,2465.6
SO011112,2023-08-04,C00077,P0015,3,1099.41,0.05,3298.23,164.91,3133.32,1431.66
SO011113,2022-09-02,C00115,P0020,7,1298.32,0.0,9088.24,0.0,9088.24,4714.29
SO011114,2022-07-27,C00461,P0004,8,1701.98,0.0,13615.84,0.0,13615.84,5331.68
SO011115,2024-08-19,C00255,P0018,4,808.88,0.0,3235.52,0.0,3235.52,1626.32
SO011116,2024-08-06,C00061,P0022,12,316.23,0.0,3794.76,0.0,3794.76,1849.2
SO011117,2022-04-26,C00290,P0016,11,794.81,0.0,8742.91,0.0,8742.91,4055.15
SO011118,2023-10-09,C00217,P0005,9,483.19,0.15,4348.71,652.31,3696.4,2197.89
SO011119,2022-08-18,C00232,P0016,10,794.81,0.0,7948.1,0.0,7948.1,3686.5
SO011120,2022-05-16,C00445,P0009,11,207.23,0.0,2279.53,0.0,2279.53,1088.56
SO011121,2023-11-24,C00137,P0018,13,808.88,0.2,10515.44,2103.09,8412.35,5285.54
SO011122,2023-08-11,C00277,P0021,11,1034.07,0.1,11374.77,1137.48,10237.29,4554.44
SO011123,2023-07-13,C00175,P0002,12,239.03,0.05,2868.36,143.42,2724.94,1254.12
SO011124,2023-03-31,C00437,P0012,9,1402.52,0.0,12622.68,0.0,12622.68,5655.78
SO011125,2022-12-19,C00162,P0004,10,1701.98,0.0,17019.8,0.0,17019.8,6664.6
SO011126,2023-05-02,C00216,P0015,2,1099.41,0.0,2198.82,0.0,2198.82,954.44
SO011127,2023-03-12,C00048,P0015,3,1099.41,0.0,3298.23,0.0,3298.23,1431.66
SO011128,2024-04-24,C00488,P0004,9,1701.98,0.0,15317.82,0.0,15317.82,5998.14
SO011129,2024-12-15,C00153,P0011,16,612.61,0.0,9801.76,0.0,9801.76,5174.72
SO011130,2022-05-10,C00471,P0016,1,794.81,0.0,794.81,0.0,794.81,368.65
SO011131,2023-01-11,C00429,P0018,7,808.88,0.15,5662.16,849.32,4812.84,2846.06
SO011132,2023-02-26,C00156,P0006,6,769.69,0.05,4618.14,230.91,4387.23,3396.9
SO011133,2022-02-03,C00243,P0001,6,1184.23,0.0,7105.38,0.0,7105.38,3185.28
SO011134,2022-12-27,C00094,P0016,9,794.81,0.05,7153.29,357.66,6795.63,3317.85
SO011135,2022-05-14,C00095,P0004,11,1701.98,0.0,18721.78,0.0,18721.78,7331.06
SO011136,2024-08-14,C00484,P0017,5,1129.3,0.0,5646.5,0.0,5646.5,3828.05
SO011137,2022-08-28,C00160,P0015,3,1099.41,0.0,3298.23,0.0,3298.23,1431.66
SO011138,2024-07-20,C00242,P0012,11,1402.52,0.0,15427.72,0.0,15427.72,6912.62
SO011139,2024-05-10,C00017,P0001,2,1184.23,0.0,2368.46,0.0,2368.46,1061.76
SO011140,2023-12-09,C00115,P0014,5,1773.38,0.05,8866.9,443.35,8423.55,3712.0
SO011141,2022-01-21,C00146,P0018,3,808.88,0.15,2426.64,364.0,2062.64,1219.74
SO011142,2023-05-07,C00184,P0006,6,769.69,0.15,4618.14,692.72,3925.42,3396.9
SO011143,2023-04-28,C00306,P0014,9,1773.38,0.0,15960.42,0.0,15960.42,6681.6
SO011144,2024-07-11,C00201,P0002,5,239.03,0.05,1195.15,59.76,1135.39,522.55
SO011145,2022-09-11,C00313,P0017,6,1129.3,0.0,6775.8,0.0,6775.8,4593.66
SO011146,2022-04-16,C00312,P0014,11,1773.38,0.0,19507.18,0.0,19507.18,8166.4
SO011147,2022-01-14,C00060,P0021,5,1034.07,0.0,5170.35,0.0,5170.35,2070.2
SO011148,2024-03-16,C00285,P0009,6,207.23,0.05,1243.38,62.17,1181.21,593.76
SO011149,2024-09-03,C00126,P0011,2,612.61,0.0,1225.22,0.0,1225.22,646.84
SO011150,2024-11-05,C00185,P0007,8,213.28,0.05,1706.24,85.31,1620.93,1150.88
SO011151,2024-07-15,C00377,P0009,8,207.23,0.2,1657.84,331.57,1326.27,791.68
SO011152,2022-02-19,C00079,P0017,10,1129.3,0.15,11293.0,1693.95,9599.05,7656.1
SO011153,2023-09-01,C00496,P0003,1,329.69,0.2,329.69,65.94,263.75,189.07
SO011154,2023-06-10,C00407,P0013,1,183.15,0.05,183.15,9.16,173.99,99.6
SO011155,2024-06-03,C00243,P0008,2,1292.98,0.05,2585.96,129.3,2456.66,1155.46
SO011156,2022-11-01,C00383,P0011,8,612.61,0.15,4900.88,735.13,4165.75,2587.36
SO011157,2022-03-12,C00150,P0006,12,769.69,0.2,9236.28,1847.26,7389.02,6793.8
SO011158,2022-12-12,C00026,P0017,16,1129.3,0.1,18068.8,1806.88,16261.92,12249.76
SO011159,2023-10-15,C00288,P0021,3,1034.07,0.0,3102.21,0.0,3102.21,1242.12
SO011160,2024-01-17,C00071,P0004,10,1701.98,0.15,17019.8,2552.97,14466.83,6664.6
SO011161,2022-08-08,C00127,P0018,12,808.88,0.0,9706.56,0.0,9706.56,4878.96
SO011162,2024-05-10,C00076,P0015,10,1099.41,0.15,10994.1,1649.12,9344.98,4772.2
SO011163,2022-04-17,C00455,P0013,12,183.15,0.1,2197.8,219.78,1978.02,1195.2
SO011164,2022-09-10,C00240,P0002,10,239.03,0.05,2390.3,119.52,2270.78,1045.1
SO011165,2024-12-06,C00378,P0020,17,1298.32,0.0,22071.44,0.0,22071.44,11448.99
SO011166,2023-03-20,C00133,P0021,7,1034.07,0.0,7238.49,0.0,7238.49,2898.28
SO011167,2022-04-24,C00358,P0019,6,133.67,0.0,802.02,0.0,802.02,318.78
SO011168,2022-12-07,C00021,P0019,10,133.67,0.0,1336.7,0.0,1336.7,531.3
SO011169,2022-01-24,C00402,P0009,5,207.23,0.1,1036.15,103.62,932.53,494.8
SO011170,2023-05-22,C00498,P0022,12,316.23,0.0,3794.76,0.0,3794.76,1849.2
SO011171,2022-02-01,C00216,P0002,12,239.03,0.0,2868.36,0.0,2868.36,1254.12
SO011172,2024-06-14,C00325,P0016,9,794.81,0.0,7153.29,0.0,7153.29,3317.85
SO011173,2022-11-08,C00388,P0020,9,1298.32,0.1,11684.88,1168.49,10516.39,6061.23
SO011174,2024-10-28,C00130,P0018,7,808.88,0.05,5662.16,283.11,5379.05,2846.06
SO011175,2022-12-29,C00003,P0005,2,483.19,0.05,966.38,48.32,918.06,488.42
SO011176,2022-05-22,C00186,P0007,12,213.28,0.1,2559.36,255.94,2303.42,1726.32
SO011177,2023-11-24,C00456,P0020,15,1298.32,0.0,19474.8,0.0,19474.8,10102.05
SO011178,2023-03-19,C00136,P0005,4,483.19,0.0,1932.76,0.0,1932.76,976.84
SO011179,2023-05-08,C00079,P0018,5,808.88,0.1,4044.4,404.44,3639.96,2032.9
SO011180,2024-08-02,C00012,P0008,6,1292.98,0.0,7757.88,0.0,7757.88,3466.38
SO011181,2024-09-05,C00263,P0012,6,1402.52,0.0,8415.12,0.0,8415.12,3770.52
SO011182,2023-01-22,C00312,P0004,10,1701.98,0.0,17019.8,0.0,17019.8,6664.6
SO011183,2024-09-18,C00121,P0005,7,483.19,0.0,3382.33,0.0,3382.33,1709.47
SO011184,2024-10-24,C00112,P0020,5,1298.32,0.05,6491.6,324.58,6167.02,3367.35
SO011185,2023-11-24,C00396,P0005,3,483.19,0.0,1449.57,0.0,1449.57,732.63
SO011186,2023-03-04,C00061,P0012,3,1402.52,0.0,4207.56,0.0,4207.56,1885.26
SO011187,2024-11-18,C00439,P0008,-1,1292.98,0.05,3878.94,193.95,3684.99,1733.19
SO011188,2022-03-13,C00140,P0006,7,769.69,0.0,5387.83,0.0,5387.83,3963.05
SO011189,2024-03-19,C00313,P0021,1,1034.07,0.0,1034.07,0.0,1034.07,414.04
SO011190,2023-03-16,C00133,P0019,-1,133.67,0.1,802.02,80.2,721.82,318.78
SO011191,2023-01-06,C00250,P0015,4,1099.41,0.15,4397.64,659.65,3737.99,1908.88
SO011192,2023-05-06,C00038,P0004,5,1701.98,0.05,8509.9,425.5,8084.4,3332.3
SO011193,2022-08-19,C00303,P0014,1,1773.38,0.0,1773.38,0.0,1773.38,742.4
SO011194,2024-09-23,C00002,P0004,4,1701.98,0.05,6807.92,340.4,6467.52,2665.84
SO011195,2023-10-22,C00353,P0021,12,1034.07,0.0,12408.84,0.0,12408.84,4968.48
SO011196,2024-09-27,C00325,P0014,-1,1773.38,0.0,8866.9,0.0,8866.9,3712.0
SO011197,2023-05-15,C00004,P0010,8,407.06,0.05,3256.48,162.82,3093.66,1297.76
SO011198,2024-12-18,C00299,P0012,12,1402.52,0.1,16830.24,1683.02,15147.22,7541.04
SO011199,2023-04-21,C00026,P0014,5,1773.38,0.0,8866.9,0.0,8866.9,3712.0
SO011200,2022-03-16,C00041,P0007,1,213.28,0.0,213.28,0.0,213.28,143.86
SO011201,2024-07-15,C00106,P0006,10,769.69,0.0,7696.9,0.0,7696.9,5661.5
SO011202,2024-09-22,C00064,P0014,2,1773.38,0.0,3546.76,0.0,3546.76,1484.8
SO011203,2022-05-15,C00213,P0018,11,808.88,0.0,8897.68,0.0,8897.68,4472.38
SO011204,2023-08-27,C00048,P0010,3,407.06,0.05,1221.18,61.06,1160.12,486.66
SO011205,2022-07-21,C00461,P0005,6,483.19,0.0,2899.14,0.0,2899.14,1465.26
SO011206,2024-10-12,C00087,P0010,5,407.06,0.15,2035.3,305.29,1730.01,811.1
SO011207,2022-09-29,C00486,P0016,8,794.81,0.0,6358.48,0.0,6358.48,2949.2
SO011208,2022-04-22,C00118,P0015,4,1099.41,0.1,4397.64,439.76,3957.88,1908.88
SO011209,2024-07-25,C00232,P0020,9,1298.32,0.2,11684.88,2336.98,9347.9,6061.23
SO011210,2023-08-17,C00260,P0021,2,1034.07,0.0,2068.14,0.0,2068.14,828.08
SO011211,2023-04-04,C00242,P0020,10,1298.32,0.1,12983.2,1298.32,11684.88,6734.7
SO011212,2023-11-06,C00293,P0010,12,407.06,0.0,4884.72,0.0,4884.72,1946.64
SO011213,2022-09-06,C00163,P0006,1,769.69,0.0,769.69,0.0,769.69,566.15
SO011214,2024-05-04,C00426,P0009,9,207.23,0.05,1865.07,93.25,1771.82,890.64
SO011215,2023-04-11,C00479,P0019,4,133.67,0.0,534.68,0.0,534.68,212.52
SO011216,2023-08-15,C00488,P0022,10,316.23,0.0,3162.3,0.0,3162.3,1541.0
SO011217,2023-07-25,C00355,P0005,10,483.19,0.0,4831.9,0.0,4831.9,2442.1
SO011218,2022-07-23,C00466,P0009,8,207.23,0.0,1657.84,0.0,1657.84,791.68
SO011219,2022-01-14,C00171,P0004,4,1701.98,0.05,6807.92,340.4,6467.52,2665.84
SO011220,2023-07-16,C00037,P0014,1,1773.38,0.1,1773.38,177.34,1596.04,742.4
SO011221,2024-03-30,C00358,P0015,3,1099.41,0.0,3298.23,0.0,3298.23,1431.66
SO011222,2022-03-17,C00224,P0020,5,1298.32,0.0,6491.6,0.0,6491.6,3367.35
SO011223,2024-11-15,C00056,P0010,5,407.06,0.0,2035.3,0.0,2035.3,811.1
SO011224,2024-02-09,C00087,P0001,3,1184.23,0.1,3552.69,355.27,3197.42,1592.64
SO011225,2022-02-12,C00271,P0011,2,612.61,0.05,1225.22,61.26,1163.96,646.84
SO011226,2022-06-11,C00150,P0022,6,316.23,0.1,1897.38,189.74,1707.64,924.6
SO011227,2023-11-08,C00483,P0016,10,794.81,0.05,7948.1,397.41,7550.69,3686.5
SO011228,2022-06-07,C00130,P0008,6,1292.98,0.0,7757.88,0.0,7757.88,3466.38
SO011229,2023-04-21,C00049,P0009,10,207.23,0.0,2072.3,0.0,2072.3,989.6
SO011230,2023-03-02,C00399,P0006,6,769.69,0.1,4618.14,461.81,4156.33,3396.9
SO011231,2022-12-09,C00457,P0016,10,794.81,0.0,7948.1,0.0,7948.1,3686.5
SO011232,2023-04-24,C00459,P0020,10,1298.32,0.0,12983.2,0.0,12983.2,6734.7
SO011233,2024-06-24,C00228,P0022,-1,316.23,0.15,3794.76,569.21,3225.55,1849.2
SO011234,2023-06-01,C00070,P0022,1,316.23,0.0,316.23,0.0,316.23,154.1
SO011235,2022-12-05,C00021,P0001,16,1184.23,0.2,18947.68,3789.54,15158.14,8494.08
SO011236,2023-07-06,C00005,P0014,12,1773.38,0.2,21280.56,4256.11,17024.45,8908.8
SO011237,2024-05-15,C00474,P0015,6,1099.41,0.15,6596.46,989.47,5606.99,2863.32
SO011238,2023-03-26,C00256,P0011,3,612.61,0.05,1837.83,91.89,1745.94,970.26
SO011239,2023-11-12,C00197,P0011,10,612.61,0.0,6126.1,0.0,6126.1,3234.2
SO011240,2022-05-29,C00003,P0001,12,1184.23,0.1,14210.76,1421.08,12789.68,6370.56
SO011241,2023-06-05,C00287,P0006,1,769.69,0.0,769.69,0.0,769.69,566.15
SO011242,2023-04-04,C00345,P0017,5,1129.3,0.0,5646.5,0.0,5646.5,3828.05
SO011243,2023-02-15,C00197,P0014,1,1773.38,0.05,1773.38,88.67,1684.71,742.4
SO011244,2023-10-03,C00194,P0014,9,1773.38,0.0,15960.42,0.0,15960.42,6681.6
SO011245,2024-03-12,C00139,P0001,7,1184.23,0.1,8289.61,828.96,7460.65,3716.16
SO011246,2023-11-10,C00189,P0003,12,329.69,0.0,3956.28,0.0,3956.28,2268.84
SO011247,2022-01-26,C00119,P0002,3,239.03,0.05,717.09,35.85,681.24,313.53
SO011248,2022-09-17,C00296,P0022,9,316.23,0.0,2846.07,0.0,2846.07,1386.9
SO011249,2024-08-31,C00449,P0002,5,239.03,0.1,1195.15,119.52,1075.63,522.55
SO011250,2022-10-18,C00348,P0017,9,1129.3,0.0,10163.7,0.0,10163.7,6890.49
SO011251,2023-07-03,C00351,P0009,-1,207.23,0.2,207.23,41.45,,98.96
SO011252,2024-12-22,C00169,P0014,15,1773.38,0.15,26600.7,3990.11,22610.59,11136.0
SO011253,2023-06-12,C00481,P0014,10,1773.38,0.0,17733.8,0.0,17733.8,7424.0
SO011254,2024-04-04,C00079,P0004,10,1701.98,0.0,17019.8,0.0,17019.8,6664.6
SO011255,2024-06-04,C00087,P0017,10,1129.3,0.0,11293.0,0.0,11293.0,7656.1
SO011256,2023-08-24,C00298,P0008,9,1292.98,0.15,11636.82,1745.52,9891.3,5199.57
SO011257,2024-01-10,C00455,P0007,8,213.28,0.0,1706.24,0.0,1706.24,1150.88
SO011258,2023-10-09,C00372,P0003,3,329.69,0.1,989.07,98.91,890.16,567.21
SO011259,2023-08-09,C00353,P0015,9,1099.41,0.0,9894.69,0.0,9894.69,4294.98
SO011260,2022-06-08,C00013,P0002,12,239.03,0.0,2868.36,0.0,2868.36,1254.12
SO011261,2024-01-31,C00092,P0009,8,207.23,0.0,1657.84,0.0,1657.84,791.68
SO011262,2022-03-19,C00138,P0017,12,1129.3,0.0,13551.6,0.0,13551.6,9187.32
SO011263,2024-11-27,C00115,P0006,12,769.69,0.15,9236.28,1385.44,7850.84,6793.8
SO011264,2024-02-27,C00268,P0019,12,133.67,0.0,1604.04,0.0,1604.04,637.56
SO011265,2022-09-30,C00121,P0005,6,483.19,0.05,2899.14,144.96,2754.18,1465.26
SO011266,2024-07-15,C00189,P0012,4,1402.52,0.0,5610.08,0.0,5610.08,2513.68
SO011267,2024-04-02,C00360,P0005,1,483.19,0.0,483.19,0.0,483.19,244.21
SO011268,2024-12-23,C00202,P0020,13,1298.32,0.1,16878.16,1687.82,15190.34,8755.11
SO011269,2022-06-13,C00464,P0020,3,1298.32,0.0,3894.96,0.0,3894.96,2020.41
SO011270,2022-03-19,C00335,P0020,12,1298.32,0.0,15579.84,0.0,15579.84,8081.64
SO011271,2024-09-17,C00170,P0013,3,183.15,0.0,549.45,0.0,549.45,298.8
SO011272,2023-08-19,C00069,P0007,9,213.28,0.0,1919.52,0.0,1919.52,1294.74
SO011273,2023-04-24,C00202,P0016,4,794.81,0.05,3179.24,158.96,3020.28,1474.6
SO011274,2023-05-13,C00079,P0004,12,1701.98,0.0,20423.76,0.0,20423.76,7997.52
SO011275,2023-06-22,C00081,P0016,1,794.81,0.15,794.81,119.22,675.59,368.65
SO011276,2023-08-15,C00224,P0019,11,133.67,0.15,1470.37,220.56,1249.81,584.43
SO011277,2024-12-22,C00134,P0003,3,329.69,0.2,989.07,197.81,791.26,567.21
SO011278,2024-05-28,C00229,P0021,11,1034.07,0.1,11374.77,1137.48,10237.29,4554.44
SO011279,2022-05-05,C00043,P0012,3,1402.52,0.0,4207.56,0.0,4207.56,1885.26
SO011280,2022-10-12,C00175,P0020,2,1298.32,0.05,2596.64,129.83,2466.81,1346.94
SO011281,2024-11-13,C00210,P0008,10,1292.98,0.0,12929.8,0.0,12929.8,5777.3
SO011282,2022-01-17,C00180,P0010,11,407.06,0.1,4477.66,447.77,4029.89,1784.42
SO011283,2024-01-28,C00184,P0008,6,1292.98,0.0,7757.88,0.0,7757.88,3466.38
SO011284,2023-01-06,C00306,P0015,1,1099.41,0.1,1099.41,109.94,989.47,477.22
SO011285,2022-02-02,C00167,P0014,1,1773.38,0.05,1773.38,88.67,1684.71,742.4
SO011286,2022-01-05,C00436,P0005,10,483.19,0.0,4831.9,0.0,4831.9,2442.1
SO011287,2024-04-29,C00252,P0008,8,1292.98,0.1,10343.84,1034.38,9309.46,4621.84
